title,link,cited,relatedLink,position,numOfVersions,publishedData,snippet
Somatosensory cross-modal reorganization in children with cochlear implants,https://scholar.colorado.edu/downloads/rx913q22k,Cited by 3,"https://scholar.google.com/scholar?q=related:Exv9n96f8oMJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",570,All 3 versions,GJ Cardon - 2015 - scholar.colorado.edu,"… Similar sensory enhancement has also been noted in the blind, such that both auditory and
somatosensory sensory processing can be enhanced … That is, in congenitally … shown that deaf
children who were implanted late in childhood (ie, ¿ 7 years of age) showed evi … 
"
Cerebral reorganization after sensorimotor,https://books.google.com/books?hl=en&lr=&id=VSfp2nYJsbMC&oi=fnd&pg=PA88&dq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&ots=EtH2GVrbBp&sig=aN3KqRlZqZrg3TW_cYyEfAON86M,Cited by 8,"https://scholar.google.com/scholar?q=related:bqRT2YeX2aIJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",571,,"RJ Seitz - Recovery After Stroke, 2005 - books.google.com","… The implications of these prolonged changes for functional restoration and the coop- eration
of the … function is mediated by the property of this area to relate perception of gestures to … Even
in patients with congenital or developmental brain diseases, these pathways may become … 
"
Development of the auditory cortex,https://link.springer.com/chapter/10.1007/978-1-4419-0074-6_21,Cited by 12,"https://scholar.google.com/scholar?q=related:yS5o0g8OerMJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",572,All 7 versions,"A Kral, SL Pallas - The auditory cortex, 2011 - Springer","… correspond to extracellular components of gross synaptic currents from many active synapses
around the recording depth … b Changes in AC area in hearing controls and congenitally deaf cats
stimulated electrically via a … Peak cortical area is significantly larger in deaf cats … 
"
Neuromodulation of intrinsic and synaptic plasticity in auditory cortex,https://cdr.lib.unc.edu/concern/dissertations/k3569498w,Cited by 2,"https://scholar.google.com/scholar?q=related:mBoxuxB1jzcJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",573,All 2 versions,D Rao - 2011 - cdr.lib.unc.edu,"… 1997)). The targets of cochlear nuclei neurons include the superior olivary complex, where the
binaural cues for sound localization are processed (Cant and … Interestingly, the critical time Page
21. 11 … amplitude and latency defects are restored to normal when congenitally deaf … 
"
Motion-onset visual evoked potentials and their diagnostic applications,http://www.patfyzlfhk.cz/elf/articles/Kuba_mo.pdf,Cited by 10,"https://scholar.google.com/scholar?q=related:d5aKhb0i7xgJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",574,All 2 versions,M Kuba - 2006 - patfyzlfhk.cz,"… Night-Blindness – CSNB)....53 Compensatory changes of visual functions in congenital deafness
.....54 … may be normal in patients with the diagnosis of corti- cal blindness (higher level … This way
a combined examination of visual motion perception and of cog- nitive … 
"
35 The Evolution of Multisensory Neocortex,https://www.researchgate.net/profile/Sarah_Pallas2/publication/237046236_The_evolution_of_multisensory_neocortex/links/556758ce08aeab77721ea759/The-evolution-of-multisensory-neocortex.pdf,,"https://scholar.google.com/scholar?q=related:Nq-Z5IkFug0J:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",575,All 2 versions,"SL Pallas, YT Mao - researchgate.net","… In cerebral cortex, this process works at the laminar level as well, as can be appreciated by
comparing cell death rates in layer 4 of monocular and binocular … In blind humans, visual cortex
becomes responsive to sound and touch stimuli, and in deaf humans, auditory … 
"
Visual impairment in children due to damage to the brain,https://books.google.com/books?hl=en&lr=&id=bM0sk_-O6qAC&oi=fnd&pg=PR9&dq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&ots=RYhxMWsXpo&sig=nK9xhQcN-u-AuNBTTgZ1yaBedzM,Cited by 72,"https://scholar.google.com/scholar?q=related:YXc4pDUuKhkJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",576,,"G Dutton, M Bax - 2010 - books.google.com","… Vision as 'sight' is a relative newcomer on the evolutionary landscape, but its emergence has …
eye, leading ultimately to the perception of colour (Dacey and Packer 2003, Solomon and Lennie …
The SCN is a critical structure in the brain circuit that controls circadian rhythms, such … 
"
The generality of specificity: Some lessons from audiovisual speech,http://search.proquest.com/openview/55d260e06dae1954a55bdf5cfdfad9eb/1?pq-origsite=gscholar&cbl=47829,Cited by 14,"https://scholar.google.com/scholar?q=related:3-Bc4VfT53UJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",577,All 2 versions,"LD Rosenblum, MS Gordon - Behavioral and Brain Sciences, 2001 - search.proquest.com","… channels for which signals must be comparcd; rather they constitute a single binocular system”
(Jones & … In the McGurk effect, the influence of sight upon what is heard is believed to … within
traditional views it is widely hypothe- sized that the referents for perception are properties … 
"
Is the brain specified?,http://search.proquest.com/openview/508f75e7eff10b485716211a8ce08de2/1?pq-origsite=gscholar&cbl=47829,,"https://scholar.google.com/scholar?q=related:Q2nxsVNSd8oJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",578,All 3 versions,"J Pailhous, E Varraine… - Behavioral and Brain …, 2001 - search.proquest.com","… channels for which signals must be comparcd; rather they constitute a single binocular system”
(Jones & … In the McGurk effect, the influence of sight upon what is heard is believed to … within
traditional views it is widely hypothe- sized that the referents for perception are properties … 
"
THE ATTITUDE TOWARDS THE BLINDNESS,https://www.researchgate.net/profile/Liubov_Ben-Noun_nun/publication/318463239_THE_ATTITUDE_TOWARDS_THE_BLINDNESS/links/596c8cb6a6fdcc18ea7ca2f0/THE-ATTITUDE-TOWARDS-THE-BLINDNESS.pdf,,"https://scholar.google.com/scholar?q=related:FN8iJTUaKlsJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",579,,L Ben-Nun - researchgate.net,"… Of the 12,000 patients studied, absolute unilateral blindness (no perception of light) was present
in 122 persons, a rate of 1.0% in the series … The main causes of blindness were phthisis/absent/
disorganized blind eye, which was present in 64 (52.5%) persons; glaucoma … 
"
Pocketbook of Neurological Physiotherapy E-Book,https://books.google.com/books?hl=en&lr=&id=ybwUCwAAQBAJ&oi=fnd&pg=PP1&dq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&ots=3S4aK6tMXT&sig=t0J5i-kS_4t7OJ6hc7fKQrIDWJg,Cited by 29,"https://scholar.google.com/scholar?q=related:xNr9oxHAvsQJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",580,All 2 versions,"S Lennon, M Stokes - 2008 - books.google.com","… Prognosis What is the pattern of recovery over time and are complications likely … Qualitative
studies Qualitative studies, for example, in-depth interviews and focus group work aim to … Critical
appraisal Critical appraisal is an essential component of EBP and is the process of … 
"
Visual function in very low birth weight adolescents: Fifteen-year follow-up of children in southeast Sweden,https://openarchive.ki.se/xmlui/handle/10616/39016,Cited by 3,"https://scholar.google.com/scholar?q=related:2KKcXk87ZGQJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",581,All 4 versions,K Hellgren - 2009 - openarchive.ki.se,"… In spite of treatment some cases progress to retinal detachment and blindness and other … but optic
nerve hypoplasia has been associated with teratogenic drugs, congenital infections and …
perspectives, overlay of contours and distributon of shadows, add to the depth perception … 
"
Traumatic brain injury: Rehabilitation for everyday adaptive living,https://books.google.com/books?hl=en&lr=&id=tHKePgdWyHgC&oi=fnd&pg=PP2&dq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&ots=CGddDPIJnQ&sig=2T5sfJNe4jBEkM-xD0AXhYhlcwQ,Cited by 448,"https://scholar.google.com/scholar?q=related:bOq6i3PaHpwJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",582,All 9 versions,"J Ponsford, S Sloan, P Snow - 2012 - books.google.com","… collaborating on the themes, content and case material, which has brought both depth and breadth
of … 1 Mechanism, recovery and sequelae of traumatic brain injury A foundation for the REAL …
Apoptosis occurs slowly over a longer period, without disruption of the cell membrane … 
"
ATAD: Assistive Technology for an Autonomous Displacement,http://e-archivo.uc3m.es/handle/10016/17890,,"https://scholar.google.com/scholar?q=related:Enh-bbHflEkJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",583,All 5 versions,P Revuelta Sanz - 2013 - e-archivo.uc3m.es,"… terms, AP's are the more and the more used by this collective and we can easily see blind people
with white sticks or Braille computers, deaf people with … The first problem we find when searching
for a more accurate definition is the threshold between “blindness” and “low … 
"
Auditory attention—focusing the searchlight on sound,https://www.sciencedirect.com/science/article/pii/S0959438807000943,Cited by 482,"https://scholar.google.com/scholar?q=related:IB4JKs-2jh8J:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",584,All 13 versions,"JB Fritz, M Elhilali, SV David, SA Shamma - Current opinion in …, 2007 - Elsevier",
"Fragmentation, coherence, and the perception/action divide",http://search.proquest.com/openview/57b60c2ac21bcea0c788b31a2f3d2f0a/1?pq-origsite=gscholar&cbl=47829,Cited by 1,"https://scholar.google.com/scholar?q=related:nThYP2vRzdoJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",585,All 2 versions,"E Myin - Behavioral and Brain Sciences, 2001 - search.proquest.com","… channels for which signals must be comparcd; rather they constitute a single binocular system”
(Jones & … In the McGurk effect, the influence of sight upon what is heard is believed to … within
traditional views it is widely hypothe- sized that the referents for perception are properties … 
"
Altered functional connectivity of the primary visual cortex in adult comitant strabismus: a resting-state functional MRI study,https://www.tandfonline.com/doi/abs/10.1080/02713683.2018.1540642,Cited by 4,"https://scholar.google.com/scholar?q=related:Do8GOHjUQx0J:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",586,All 9 versions,"X Yan, Y Wang, L Xu, Y Liu, S Song, K Ding… - Current eye …, 2019 - Taylor & Francis","… has been used to investigate brain diseases such as Alzheimer's, schizophrenia, and blindness …
converges the visual information from both eyes and leads to visual and depth perception … and
temporal cortices, which are involved in 3D vision from binocular cues, and reduced … 
"
Improving neuroplasticity and motor learning by brain stimulation techniques,https://lirias.kuleuven.be/1687112?limo=0,,"https://scholar.google.com/scholar?q=related:MWtAK6sJApAJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",587,All 2 versions,O Rroji - 2016 - lirias.kuleuven.be,"… increases corticomotor excitability with after-effects outlasting the stimulation period by up to 2
hours (Nitsche & Paulus, 2001) … BDNF has been suggested to be a critical mediator of the anodal
DCS effect based … Using a double-blind within-subject cross-over design … 
"
